composition,Phase,Mean VEC,electronegativity_difference,Atomic_Radius_Difference,Calculated_Youngs_Modulus,Mixing_Enthalpy,Mixing_Entropy,Work_Function,Shear_Modulus_G,MOd_Missmatch,shear_modulus_difference,melting_Temp,cohesive_enrg,Ionization_enrg,Pauling_electronegativity
Mo1.3 Nb1 Ti1 V1 Zr1,BCC,4.867924528301887,0.4792452830188678,15.15094339622641,164.28301886792454,-3.1043075827696693,13.330279516833517,1.6126415094339623,61.886792452830186,-0.12680691836248667,0.30243716537775145,2408.8301886792456,6.2501886792452845,6.829377358490567,0.17000640797436817
Mo1.5 Nb1 Ti1 V0.3 Zr1,BCC,4.895833333333334,0.451875,13.812499999999972,176.4375,-3.4895833333333335,12.61363807598005,1.7072916666666664,65.02083333333333,-0.14654498768598745,0.33266137208013313,2462.0625,6.411041666666667,6.852770833333334,0.20460546875000005
Mo1.5 Nb1 Ti1 V1 Zr1,BCC,4.909090909090909,0.4618181818181819,15.363636363636374,170.27272727272728,-3.3057851239669414,13.25390193646719,1.6045454545454545,64.0,-0.13109749227969344,0.30140269886363635,2426.5454545454545,6.270909090909091,6.839181818181818,0.17992066115702485
Mo1.7 Nb1 Ti1 V1 Zr1,BCC,4.947368421052631,0.44561403508771935,15.561403508771946,175.84210526315792,-3.471837488457987,13.154482518876147,1.597017543859649,65.96491228070175,-0.13402358526686403,0.2981595178813943,2443.017543859649,6.290175438596491,6.8482982456140356,0.18804924592182218
Mo2 Nb1 Ti1 V1 Zr1,BCC,5.0,0.42333333333333356,15.833333333333343,183.5,-3.666666666666667,12.975746340770252,1.5866666666666662,68.66666666666667,-0.1365083868413042,0.2908144028654915,2465.6666666666665,6.316666666666666,6.860833333333334,0.19751111111111117
Mo1 Ta1 Ti1 V1 Zr1,BCC,5.6,0.528,14.800000000000011,170.60000000000002,-2.8800000000000003,13.380866803977112,1.676,64.6,-0.09309130902218055,0.21898034103652872,2487.6,6.322,7.0394000000000005,0.15835200000000002
Nb1 Ta1 Ti1 V1 Zr1,BCC,5.4,0.18999999999999995,13.400000000000006,125.8,0.32000000000000006,13.380866803977112,1.6620000000000001,48.2,-0.035003162507257685,0.07427558065460307,2458.4,6.472,6.971400000000001,0.02215999999999999
Nb1 Ti1 V0.3 Zr1,BCC,4.3939393939393945,0.17272727272727262,15.454545454545467,107.0909090909091,1.4325068870523419,10.836255938803989,1.8515151515151516,40.03030303030303,-0.012807412514287422,0.029443434280340686,2264.818181818182,6.225151515151515,6.740848484848485,0.027603305785123964
Nb1 Ti1 V2 Zr1,BCC,4.6,0.21599999999999997,15.800000000000011,114.2,-1.2800000000000002,11.075736540306957,1.528,45.800000000000004,-0.02394730625693197,0.04565130336950096,2237.0,5.914000000000001,6.742600000000001,0.025487999999999983
Al0.8 Cr1 Cu1 Fe1 Mn1.5 Ni1,BCC,7.603174603174603,0.18222222222222229,7.539682539682545,186.1904761904762,-4.2328042328042335,14.735284735445147,1.2877777777777777,62.67301587301588,-0.10447877256842834,0.23046033190943022,1603.4993650793651,3.7107936507936508,7.297587301587302,0.04326631393298057
Al1 Co1 Cr1 Cu0.25 Fe1 Ni1 Ti0.5,BCC,7.086956521739131,0.22260869565217378,20.652173913043484,184.26086956521738,-15.500945179584118,15.545078142305986,1.5539130434782609,71.02173913043478,-0.07969740209084428,0.15823639742163825,1692.245652173913,4.15086956521739,7.221130434782608,0.03595160680529299
Al1 Co1 Cr1 Cu0.5 Fe1 Ni1 Ti0.5,BCC,7.25,0.22833333333333328,20.58333333333333,182.0,-13.416666666666668,15.857159170357946,1.5308333333333333,70.075,-0.08007934295272354,0.15996659712613606,1678.3091666666667,4.123333333333333,7.242166666666667,0.035961111111111076
Al1 Cr1 Cu1 Fe1 Mn1 Ni1,BCC,7.5,0.19333333333333336,7.166666666666671,181.33333333333334,-5.111111111111111,14.896688227162047,1.365,63.76666666666666,-0.10645800099050665,0.22861107414561663,1588.2066666666667,3.7649999999999997,7.2425,0.04064444444444442
Mo1 Nb1 Ta1 Ti1 Zr1,BCC,5.6,0.5340000000000003,12.400000000000006,166.0,-1.7599999999999998,13.380866803977112,1.7600000000000002,60.800000000000004,-0.11440379588725401,0.27845827562326875,2601.0,6.774,7.042000000000002,0.15868800000000002
Al0.15 Cr1 Fe1.5 Ni0.5,BCC,7.444444444444445,0.1682539682539681,7.936507936507937,224.12698412698413,-4.887881078357269,9.600061389564958,1.1195238095238096,88.87142857142858,-0.034305673250504085,0.05722235683026455,1873.181111111111,4.204444444444444,7.408857142857143,0.019635172587553547
Al0.2 Cr1 Fe1.5 Ni0.5,BCC,7.375,0.1656249999999999,7.8125,221.71875,-5.46875,9.827007966213868,1.1490624999999999,87.89375,-0.03949711935013629,0.06538336347075498,1858.498125,4.19125,7.3866249999999996,0.020199218750000008
Al0.4 Co1 Fe1 Ni1 Si0.4,BCC,7.842105263157896,0.23842105263157887,11.789473684210535,181.78947368421055,-19.95567867036011,12.702997004560409,1.6452631578947368,69.03157894736842,-0.03856463380440846,0.06499274170814097,1672.417894736842,4.291052631578947,7.652052631578947,0.01522659279778391
Al0.5 Co1 Fe1 Ni1 Si0.5,BCC,7.625,0.23375000000000012,11.375,177.125,-22.5625,12.966357733144617,1.75125,67.4125,-0.044164842685093866,0.07688311372170056,1654.3087500000001,4.27625,7.6228750000000005,0.01739687499999998
Al0.5 Cr1 Fe1.5 Mn1 Ni0.5,BCC,7.0,0.19555555555555548,7.555555555555557,206.33333333333331,-7.259259259259258,12.66184843145538,1.2511111111111108,72.03333333333333,-0.09576672929741391,0.18930684266393372,1721.3855555555556,3.8533333333333335,7.303777777777778,0.033160493827160485
Al0.5 Cr1 Mo1 Nb1 Ti1,BCC,5.0,0.43444444444444463,19.555555555555543,192.0,-10.5679012345679,13.14521343892854,1.8144444444444443,73.36666666666666,-0.14153072802031189,0.2943125476194065,2274.1633333333334,5.56,6.765777777777778,0.11107160493827162
Al0.5 Cr1 Mo1 Nb1 Ti1 V1,BCC,5.0,0.4518181818181821,18.909090909090907,180.36363636363637,-8.793388429752067,14.697168880613484,1.648181818181818,70.39090909090909,-0.12640336794810483,0.26963333202066136,2257.588181818182,5.514545454545455,6.762181818181818,0.09359338842975214
Al0.5 Cr1 Mo1 Nb1 V1,BCC,5.222222222222222,0.4144444444444446,16.666666666666657,194.66666666666669,-8.0,13.14521343892854,1.341111111111111,76.25555555555555,-0.1228721154250826,0.24827942830402627,2327.9411111111112,5.662222222222222,6.7475555555555555,0.09902716049382719
Al0.5 Cr1 Nb1 Ti2 V0.5,BCC,4.6,0.06800000000000006,20.80000000000001,143.0,-10.96,12.228301672142035,2.0509999999999997,56.53,-0.11237539611009699,0.28370775327102615,2074.047,5.140999999999999,6.7096,0.004391999999999992
Al0.875 Co1 Cr1 Fe1 Ni1,BCC,7.3076923076923075,0.17230769230769227,6.358974358974365,196.97435897435898,-11.655489809335961,13.369637625010132,1.3935897435897433,76.1051282051282,-0.06851933233060943,0.13172124050909859,1703.3407692307692,4.133333333333333,7.267230769230769,0.02833293885601576
Al0.8 Co1 Fe1 Ni1 Si0.8,BCC,7.086956521739132,0.22217391304347855,10.347826086956545,165.56521739130434,-27.818525519848773,13.332924450084395,2.013913043478261,63.400000000000006,-0.056131535149151035,0.10576411781172676,1609.4295652173914,4.239565217391305,7.550565217391306,0.022399243856332678
Al0.8 Cr1 Fe1.5 Mn1 Ni0.5,BCC,6.75,0.20208333333333317,7.083333333333329,197.81250000000003,-9.322916666666668,12.897520627967346,1.3610416666666667,69.175,-0.10724949201166802,0.21805537904851816,1672.1408333333334,3.8225000000000002,7.221416666666667,0.03236631944444444
Al1.2 Cr1 Fe1.5 Mn1 Ni0.5,BCC,6.461538461538462,0.20961538461538476,6.538461538461533,187.9807692307692,-11.28698224852071,12.938846228239038,1.4878846153846153,65.87692307692308,-0.11759902507851998,0.2520175452853161,1615.32,3.786923076923076,7.126384615384616,0.031238165680473363
Al1 Co1 Cr1.5 Cu0.5 Fe1 Ni1,BCC,7.416666666666667,0.16833333333333345,6.833333333333329,195.58333333333334,-7.5555555555555545,14.534164471557178,1.355,75.99166666666666,-0.07866784931021013,0.14927773060615443,1698.2258333333332,4.060833333333333,7.2370833333333335,0.02902777777777776
Al1 Co1 Cr1 Cu0.25 Fe1 Ni1,BCC,7.380952380952381,0.17380952380952386,6.38095238095238,190.7619047619048,-9.941043083900226,14.335348767850853,1.4133333333333333,73.5952380952381,-0.07466500837092785,0.14733600571304106,1668.554761904762,4.084285714285714,7.258571428571428,0.029037641723355982
Al1 Co1 Fe1 Ni1 Ti1,BCC,6.8,0.21399999999999997,19.0,161.2,-26.400000000000006,13.380866803977112,1.8559999999999999,60.66000000000001,-0.06476566106618958,0.12797528103054548,1636.294,4.264,7.247400000000001,0.04500799999999997
Al1 Co1 Cr1 Fe1 Ni1 Ti1,BCC+Sec,6.666666666666667,0.19833333333333325,19.0,180.83333333333334,-21.555555555555554,14.896688227162047,1.6999999999999997,69.71666666666665,-0.08130353271692742,0.16511654900883216,1726.9116666666666,4.236666666666666,7.167333333333333,0.03996111111111108
Al1 Co1 Cr1 Fe1 Ni1 Ti0.5,BCC+Sec,6.909090909090909,0.2163636363636363,20.727272727272734,186.72727272727272,-17.917355371900825,14.697168880613486,1.579090909090909,72.05454545454545,-0.07873297820756153,0.1559950931429883,1707.449090909091,4.180909090909091,7.198181818181817,0.03579173553719006
Cr1 Mo0.5 Nb1 Ta0.5 Ti1 Zr1,BCC+Sec,5.3,0.5680000000000001,16.69999999999999,170.29999999999998,-4.920000000000002,14.533431935812189,1.6480000000000001,64.89999999999999,-0.126166325486685,0.29508239534094177,2418.4,6.102,6.896500000000001,0.09663200000000002
Hf1 Mo1 Nb1 Ta1 Ti1 V1 W1 Zr1,BCC+Sec,6.375,0.6824999999999999,13.75,189.125,-3.4375,17.288476977526155,1.61125,69.0,-0.1651219052076871,0.40989287964713295,2673.625,6.7625,7.080625,0.25513749999999996
Al1 Co1 Cr1 Fe1 Ni1 Si1,BCC+Sec,6.666666666666667,0.18833333333333346,11.0,179.33333333333334,-27.333333333333336,14.896688227162047,1.948333333333333,70.21666666666665,-0.07792571447934943,0.15781096218124713,1684.5783333333334,4.199999999999999,7.387833333333333,0.028361111111111094
Al1 Co1 Cr1 Fe1 Ni1 Si0.8,BCC+Sec,6.7586206896551735,0.18482758620689643,11.379310344827587,181.82758620689657,-25.231866825208087,14.870722517651311,1.859655172413793,71.01724137931033,-0.07765664253299015,0.15578039133307772,1684.4948275862068,4.1851724137931035,7.36151724137931,0.028601664684898918
Al2 Co1 Cr1 Cu0.5 Fe1 Ni1,BCC+Sec,6.846153846153846,0.1515384615384614,5.538461538461533,169.84615384615384,-11.59763313609468,14.232280454334743,1.643076923076923,65.34615384615385,-0.09528698440848772,0.2213609709135415,1543.5115384615387,3.9499999999999997,7.080769230769231,0.03279526627218933
Al1.5 Nb1 Ti1 V1 Zr1,BCC+Sec,4.090909090909091,0.21818181818181825,21.090909090909093,99.63636363636363,-21.55371900826446,13.25390193646719,2.0463636363636364,38.445454545454545,-0.03431425176218075,0.07703545221234477,1891.3100000000002,5.327272727272728,6.535636363636363,0.022829752066115695
Al1 Nb1 Ti1 V1 Zr1,BCC+Sec,4.2,0.21199999999999997,23.0,102.60000000000001,-17.44,13.380866803977112,1.95,39.660000000000004,-0.03257323296043299,0.06931230130847453,1987.094,5.524000000000001,6.590600000000001,0.024271999999999995
Al0.8 Co1 Cu0.8 Fe1 Ni1,BCC+Sec,8.304347826086957,0.22217391304347855,6.304347826086953,169.56521739130437,-5.073724007561436,13.332924450084395,1.4017391304347826,63.626086956521746,-0.0549304584516958,0.10324198727386572,1552.1721739130435,4.041304347826087,7.476652173913044,0.022399243856332678
Al12 Cr17 Fe35 Mn20 Ni12 Ti4,BCC+Sec,6.94,0.19330000000000003,20.819999999999993,197.92,-10.0428,13.536657516034179,1.3555,69.286,-0.09439231097653841,0.1874083265940983,1705.2663999999997,3.909,7.31113,0.035392219999999995
Al2 Cr1 Fe1 Mn1 Ti0.25,BCC+Sec,5.333333333333333,0.18333333333333357,22.47619047619048,163.23809523809524,-14.802721088435373,12.139986611974516,1.866190476190476,56.304761904761904,-0.14894349295558565,0.3843915199195784,1497.5599999999997,3.663333333333333,6.815619047619047,0.01853968253968254
Al1 Cr1 Fe1 Mn1 Ti0.25,BCC+Sec,5.882352941176471,0.1747058823529415,20.941176470588232,185.17647058823528,-12.069204152249137,12.70766391344736,1.5970588235294116,63.36470588235294,-0.13925259134135584,0.30974794853293103,1630.2870588235294,3.734705882352941,7.010823529411765,0.0221204152249135
Al2 Cr1 Fe1 Mn1 Ti1,BCC+Sec,5.166666666666667,0.19666666666666655,19.66666666666667,157.33333333333334,-19.0,12.975746340770252,2.0116666666666667,54.766666666666666,-0.14015491096048996,0.3610210824505298,1552.99,3.8116666666666665,6.817166666666666,0.018711111111111112
Al1.5 Cr1 Fe1 Mn1 Ti1,BCC+Sec,5.363636363636363,0.19454545454545435,18.818181818181813,165.27272727272728,-17.983471074380162,13.25390193646719,1.920909090909091,57.35454545454546,-0.13801388708753656,0.3346716333679458,1609.3100000000002,3.8527272727272726,6.8927272727272735,0.02030413223140496
Al4 Cr1 Fe1 Mn1 Ti0.25,BCC+Sec,4.689655172413793,0.19344827586206903,24.275862068965523,137.51724137931035,-14.991676575505352,10.508502426802927,2.1817241379310346,48.02758620689655,-0.14632949252586633,0.4605309953775566,1341.9489655172415,3.579655172413793,6.586758620689656,0.013962425683709865
Al1 Co1 Cr1 Fe1.5 Mo0.5 Ni1,BCC+Sec,7.166666666666667,0.3458333333333332,13.416666666666671,206.5,-10.5,14.534164471557178,1.3983333333333332,79.21666666666667,-0.0685014866033756,0.13152157125872507,1795.6616666666666,4.3533333333333335,7.279416666666666,0.04638194444444444
Al1 Co1 Cr1 Fe2 Mo0.5 Ni1,BCC+Sec,7.230769230769231,0.34461538461538455,13.384615384615387,206.84615384615387,-9.704142011834321,14.232280454334743,1.3715384615384616,79.43076923076924,-0.06377182145334397,0.12083811311200626,1796.8415384615384,4.3476923076923075,7.327307692307693,0.04284970414201184
Al1 C1.5 Co1 Cr1 Fe1 Ni1,BCC+Sec,6.461538461538462,0.5938461538461537,41.69230769230769,391.38461538461536,-39.66863905325444,14.784231704418767,2.0076923076923077,96.81538461538462,-0.11670985017837657,0.23743208303228472,2198.9184615384615,4.865384615384616,8.164,0.23395502958579878
Al1 C1 Co1 Cr1 Fe1 Ni1,BCC+Sec,6.666666666666667,0.6433333333333329,45.16666666666667,336.5,-33.88888888888889,14.896688227162047,1.8483333333333332,90.71666666666667,-0.10981363755863424,0.23421004123741745,2055.9116666666664,4.656666666666666,7.906,0.18977777777777774
Al0.6 Co1 Cr1 Fe1 Ni1 Ti1,BCC+Sec,6.928571428571429,0.20750000000000024,18.285714285714278,188.75000000000003,-20.051020408163264,14.77811766176137,1.6064285714285713,72.81785714285714,-0.06919567525751846,0.13495633187242453,1783.5860714285716,4.299285714285714,7.251714285714286,0.04029464285714284
Al0.7 Co1 Cr1.5 Fe1.5 Ni1,BCC+Sec,7.385964912280702,0.17105263157894735,7.017543859649123,209.2982456140351,-9.110495537088333,13.060177200834623,1.2722807017543858,81.56315789473683,-0.0582050853084778,0.10256338871486641,1778.2331578947367,4.167017543859649,7.3183684210526305,0.025429362880886416
Al0.85 Co1 Cr1 Fe1 Ni1,BCC+Sec,7.329896907216495,0.17319587628865984,6.391752577319593,197.62886597938146,-11.512381762142633,13.364434112303433,1.3852577319587631,76.3618556701031,-0.06764022645924629,0.12930738243004208,1707.309175257732,4.137319587628866,7.273835051546392,0.028171325326814742
Al0.92 Co1 Cr1 Fe1 Ni1,BCC+Sec,7.268292682926829,0.1707317073170731,6.300813008130078,195.81300813008133,-11.904289774605065,13.376396374844118,1.4083739837398375,75.64959349593497,-0.07004994827348308,0.13602123665881624,1696.2992682926829,4.126260162601626,7.255512195121951,0.028611937338885573
Al0.9 Co1 Cr1 Fe1 Ni1,BCC+Sec,7.285714285714286,0.17142857142857104,6.326530612244895,196.32653061224488,-11.79508538109121,13.373793453392569,1.4018367346938772,75.85102040816327,-0.06937751694210446,0.13411722348931565,1699.4128571428569,4.12938775510204,7.260693877551019,0.02848979591836732
Al0.9 Cr1 Fe1 Ni1,BCC+Sec,6.846153846153846,0.15384615384615374,6.15384615384616,193.07692307692304,-12.807363576594348,11.517305369041502,1.4971794871794872,76.06923076923078,-0.08362776804070352,0.1675005750195866,1681.8264102564103,4.062564102564103,7.101641025641026,0.02953451676528599
Al1.12 Co1 Cr1 Fe1 Ni1,BCC+Sec,7.1015625,0.16406249999999978,6.054687500000014,190.8984375,-12.884521484375002,13.371936542914193,1.4709375,73.721875,-0.07616569382051773,0.15445305613967,1666.50125,4.096328125,7.205921875,0.02968261718749999
Al1.1 Cr1 Fe1 Ni1,BCC+Sec,6.658536585365854,0.16097560975609726,5.853658536585385,187.07317073170734,-13.63474122546104,11.51834820713871,1.5709756097560978,73.64146341463416,-0.09047886258000216,0.1912019218495502,1645.3212195121953,4.02829268292683,7.047219512195123,0.030076145151695415
Al1.25 Co1 Cr1 Fe1 Mn1 Ni1,BCC+Sec,7.0,0.18480000000000008,6.400000000000006,189.52,-13.030399999999997,14.865039192478184,1.4355999999999998,66.54,-0.09959316511739048,0.2084136595329141,1627.654,3.8928000000000003,7.217040000000001,0.038417919999999973
Al1.2 Co1 Cr1 Fe1 Ni1,BCC+Sec,7.038461538461538,0.1615384615384614,5.961538461538467,189.03846153846152,-13.224852071005914,13.357142869321583,1.4946153846153842,72.99230769230769,-0.0783447669476708,0.1615258654987203,1655.223846153846,4.084999999999999,7.187153846153846,0.030041420118343175
Al1.2 Cr1 Fe1 Ni1,BCC+Sec,6.571428571428571,0.16428571428571437,5.714285714285708,184.28571428571428,-13.968253968253967,11.498200908059733,1.6052380952380951,72.5142857142857,-0.09345214205326785,0.20240376226200218,1628.3723809523808,4.012380952380952,7.0219523809523805,0.030258503401360524
Al1.33 Co1 Cr1 Fe1 Ni1,BCC+Sec,6.9399624765478425,0.1575984990619137,5.816135084427771,186.13508442776737,-13.722460214932644,13.3206098536429,1.5315759849906192,71.85347091932458,-0.08160971088558695,0.1726692818269967,1637.6200938086304,4.067317073170732,7.1578574108818005,0.030550566899809544
Al1.3 Cr1 Fe1 Ni1,BCC+Sec,6.488372093023256,0.167441860465116,5.581395348837205,181.62790697674419,-14.256354786371011,11.46746356774296,1.637906976744186,71.43953488372092,-0.09617377116032727,0.21319559788633835,1612.2118604651164,3.9972093023255812,6.997860465116279,0.030391563007030817
Al1.5 Co1 Cr1 Cu0.5 Fe1 Ni1,BCC+Sec,7.166666666666667,0.16416666666666657,6.0,178.16666666666669,-10.13888888888889,14.534164471557178,1.5291666666666666,68.6,-0.08732791515082176,0.18835051721646595,1594.3483333333331,3.9991666666666665,7.172,0.03138194444444442
Al1.5 Co1 Cr1 Fe1 Ni1 Ti1,BCC+Sec,6.384615384615385,0.18846153846153824,19.769230769230774,172.3076923076923,-22.721893491124263,14.784231704418767,1.800769230769231,66.37692307692308,-0.09169355396531963,0.1985176103655939,1665.8776923076925,4.1692307692307695,7.076461538461539,0.03922603550295856
Al1.5 Mo1 Nb1 Ti1 V1,BCC+Sec,4.454545454545454,0.46090909090909093,17.090909090909093,142.36363636363637,-15.140495867768593,13.25390193646719,2.028181818181818,54.263636363636365,-0.13506632083451803,0.362553822436753,2030.9463636363637,5.38,6.620181818181818,0.09608925619834716
Al1.71 Co1 Cr1 Fe1 Ni1,BCC+Sec,6.677758318739054,0.15288966725043762,5.429071803852892,178.4063047285464,-14.847212467143702,13.14903066872895,1.6299649737302977,68.82189141856392,-0.08956346127131454,0.20290683358845532,1590.758966725044,4.020245183887916,7.079870402802102,0.03160326462009376
Al1.8 Co1 Cr1 Fe1 Ni1,BCC+Sec,6.620689655172414,0.1551724137931032,5.34482758620689,176.72413793103448,-15.053507728894177,13.098219520048852,1.6513793103448278,68.16206896551724,-0.09116497780770597,0.20958954027195706,1580.5596551724138,4.01,7.0628965517241395,0.03177407847800236
Al1.8 Cr1 Cu1 Fe1 Ni2,BCC+Sec,7.411764705882353,0.1705882352941177,5.882352941176464,168.5294117647059,-9.065743944636678,12.948765727689896,1.5747058823529412,65.38823529411765,-0.09251165925365906,0.20653025389231763,1541.914117647059,3.9408823529411765,7.124970588235294,0.034446366782006896
Al10 Cr18 Fe36 Mn21 Ni15,BCC+Sec,7.23,0.18059999999999987,7.469999999999999,204.76,-7.372800000000001,12.629138102592899,1.2390999999999999,71.6,-0.08609663149577017,0.16919708342436257,1715.897,3.8939999999999997,7.36852,0.03517127999999999
Al2.08 Co1 Cr1 Fe1 Ni1,BCC+Sec,6.453947368421053,0.1618421052631578,5.098684210526329,171.80921052631578,-15.577389196675902,12.923762024248221,1.7139473684210527,66.23421052631579,-0.09560397319088616,0.2292949342606087,1550.7594736842107,3.9800657894736844,7.013302631578949,0.032153739612188335
Al2.2 Cr1 Cu1 Fe1 Ni2,BCC+Sec,7.166666666666667,0.16111111111111098,5.555555555555557,163.05555555555554,-10.12345679012346,12.808736427388439,1.6544444444444444,63.21666666666667,-0.09767581418157324,0.22874744845101241,1508.1116666666667,3.9086111111111115,7.061694444444445,0.0355864197530864
Al2.5 Cr1 Cu1 Fe1 Ni2,BCC+Sec,7.0,0.15466666666666673,5.333333333333329,159.33333333333334,-10.737777777777774,12.675803155407712,1.7086666666666666,61.739999999999995,-0.10078196621715999,0.2439567483762033,1485.126,3.8866666666666667,7.018666666666666,0.036156444444444415
Al2 Co1 Cr1 Fe1 Ni1 Ti1,BCC+Sec,6.142857142857143,0.18999999999999995,20.42857142857143,165.00000000000003,-23.346938775510203,14.531775362338621,1.887142857142857,63.51428571428571,-0.09880120688226063,0.22773658774084946,1613.5628571428572,4.111428571428571,6.998571428571428,0.038285714285714256
Al2 Cr1 Cu1 Fe1 Ni2,BCC+Sec,7.285714285714286,0.16571428571428548,5.714285714285708,165.71428571428572,-9.632653061224486,12.885253745431369,1.6157142857142854,64.27142857142857,-0.09526018496484151,0.2179283524564817,1524.5299999999997,3.9242857142857144,7.092428571428572,0.03507755102040813
Al1 Co1 Cr2 Cu0.5 Fe1 Ni1,BCC+Sec,7.3076923076923075,0.15923076923076906,7.07692307692308,202.0,-7.195266272189352,14.232280454334743,1.3215384615384618,78.9923076923077,-0.07947614955005061,0.14484066411751553,1735.2853846153848,4.063846153846153,7.200923076923078,0.028783431952662718
Al1 Co1 Cr1 Ni1,BCC+Sec,7.0,0.15500000000000003,5.75,189.5,-15.5,11.52565131835077,1.53,73.075,-0.08875152485852211,0.18529496207189916,1652.3675,4.0725,7.0685,0.03464999999999997
Al1 Cr1 Cu0.5 Fe1 Ni1,BCC+Sec,7.222222222222222,0.15888888888888886,6.444444444444443,183.33333333333331,-7.703703703703702,13.14521343892854,1.4755555555555553,71.87777777777778,-0.09101911935115349,0.18642920260798362,1629.1899999999998,3.9833333333333334,7.146222222222222,0.03081975308641973
Al1 Cr1 Fe1 Mo0.2 Ni1,BCC+Sec,6.7142857142857135,0.38809523809523827,14.285714285714306,196.61904761904762,-12.653061224489797,12.568476876778147,1.5280952380952377,76.97619047619047,-0.08665842531404724,0.17721676084539953,1721.8261904761903,4.177142857142857,7.07495238095238,0.0434784580498866
Al1 Cr1 Fe1 Mo0.5 Ni1,BCC+Sec,6.666666666666667,0.36222222222222245,13.333333333333329,205.44444444444446,-11.85185185185185,13.145213438928542,1.5188888888888887,79.84444444444443,-0.08582605332434701,0.1717987452641044,1800.1044444444444,4.353333333333333,7.076555555555555,0.05932345679012345
Al1 Cr1 Fe1 Ni1,BCC+Sec,6.75,0.15749999999999997,6.0,190.0,-13.25,11.52565131835077,1.535,74.825,-0.08721833703029601,0.17957336469135188,1663.1175,4.045,7.07375,0.029837499999999986
Al1 Co1 Cr2 Fe1 Ni1,BCC+Sec,7.0,0.1516666666666664,6.833333333333329,208.0,-10.999999999999998,12.975746340770252,1.3483333333333332,81.55,-0.07456958466350495,0.13443484561022181,1766.745,4.111666666666666,7.157166666666667,0.02809444444444443
Al1 Co1 Cr1 Fe1 Ni2,BCC+Sec,7.666666666666667,0.18999999999999995,6.166666666666671,194.83333333333331,-11.999999999999998,12.975746340770252,1.3883333333333332,75.05,-0.06202202238447983,0.11903160865589198,1691.4116666666666,4.168333333333333,7.302666666666665,0.029066666666666643
Al1 Co1 Cr1 Fe1 Ni2.1,BCC+Sec,7.704918032786885,0.19180327868852465,6.163934426229531,194.91803278688525,-11.943026068261222,12.910542208081447,1.3845901639344262,75.06557377049181,-0.0611303845648145,0.1170342774235294,1692.0114754098363,4.172786885245903,7.308196721311477,0.02898038161784465
Al1 Co1 Cr1 Fe1 Ni2.2,BCC+Sec,7.741935483870967,0.19354838709677402,6.161290322580641,195.0,-11.883454734651403,12.843251864604202,1.380967741935484,75.08064516129032,-0.06026408838652057,0.11510286226537647,1692.5919354838709,4.177096774193549,7.313548387096774,0.028884495317377717
Al0.8 Co1 Cr1 Ni1 Si0.2,BCC+Sec,7.05,0.16949999999999998,12.399999999999991,191.35,-19.46,12.565737755674894,1.6055,74.11,-0.08421278190327475,0.16623221842115793,1690.0439999999999,4.135999999999999,7.17675,0.03364949999999998
Al1 Co0.5 Cr1 Fe1 Mo0.5,BCC+Sec,6.125,0.3800000000000001,13.0,207.25,-9.6875,12.966357733144617,1.5475,80.2,-0.0936069952859471,0.19142565966629557,1814.1175,4.33625,7.036250000000001,0.06150000000000002
Al1 Co0.5 Cr1 Fe1 Mo0.5 Ni1,BCC+Sec,6.9,0.3540000000000003,13.400000000000006,205.79999999999998,-11.72,14.533431935812189,1.47,79.36000000000001,-0.07955176089705186,0.15684771264877076,1796.8939999999998,4.357,7.157,0.054608000000000004
Al1 Co1.5 Cr1 Fe1 Mo0.5,BCC+Sec,6.7,0.3600000000000001,13.200000000000003,207.6,-10.440000000000001,12.945838297251267,1.444,79.16000000000001,-0.07986707035566257,0.15788128813889954,1804.8940000000002,4.347,7.2052000000000005,0.05240000000000001
Al1 Co1.5 Cr1 Fe1 Mo0.5 Ni1,BCC+Sec,7.25,0.3416666666666668,13.5,206.33333333333331,-11.083333333333329,14.534164471557178,1.3966666666666665,78.63333333333334,-0.06911774738667419,0.13356035825384222,1792.0783333333331,4.3625,7.277666666666667,0.04702777777777778
Al0.5 Co1 Cr1 Fe1 Ni1 Ti1,BCC+Sec,7.0,0.20999999999999996,18.090909090909093,190.90909090909093,-19.570247933884296,14.697168880613484,1.580909090909091,73.66363636363636,-0.06541529007056235,0.12689044326236032,1799.0427272727275,4.316363636363636,7.274727272727273,0.040327272727272705
Al1 Co1 Cr1 Fe1 Ni1 Ti1.5,BCC+Sec,6.461538461538462,0.18692307692307675,17.538461538461547,175.84615384615384,-23.905325443786985,14.784231704418767,1.8023076923076924,67.73846153846155,-0.08197052795344884,0.1716815888904438,1743.3799999999999,4.283846153846154,7.141230769230771,0.04247337278106507
Al1.4 Co0.9 Cr1.4 Cu0.5 Fe0.9 Ni1,BCC+Sec,7.114754098360656,0.1567213114754098,6.3114754098360635,185.5081967213115,-9.530771298038163,14.480891454692225,1.4809836065573774,72.01147540983608,-0.09068249832137525,0.1867520360941469,1637.1873770491802,4.005245901639344,7.141295081967213,0.031112926632625628
Al1 Co1 Cr1 Fe1 Nb0.25 Ni1,BCC+Sec,7.095238095238095,0.16952380952380963,20.76190476190476,189.57142857142858,-14.657596371882086,14.335348767850853,1.4285714285714286,73.10476190476192,-0.07901575311956745,0.15486289636478523,1734.8514285714286,4.2785714285714285,7.212523809523809,0.030561451247165507
